Name;Year;Category;Countries;Gender;Description;Details
Pugwash Conferences on Science and World Affairs;1995;Canada;Peace;Organization;;
Pyotr Kapitsa;1978;Russia and Soviet Union;Physics;Man;;
Rabindranath Tagore;1913;India;Literature;Man;;
Ragnar Frisch;1969;Norway;Economics;Man;;
Ragnar Granit;1967;Finland;Physiology or Medicine;Man;; born in the Grand Duchy of Finland,  a part of the Russian Empire in 1809–1917
Ragnar Granit;1967;Sweden;Physiology or Medicine;Man;; born in the Grand Duchy of Finland,  then a part of Russia
Rainer Weiss;2017;Germany;Physics;Man;;
Rainer Weiss;2017;United States;Physics;Man;; born in Germany
Ralph J. Bunche;1950;United States;Peace;Man;;
Ralph M. Steinman;2011;Canada;Physiology or Medicine;Man;;
Ralph M. Steinman;2011;United States;Physiology or Medicine;Man;; born in Canada
Randy Schekman;2013;United States;Physiology or Medicine;Man;;
Raymond Davis Jr.;2002;United States;Physics;Man;;
Reinhard Selten;1994;Germany;Economics;Man;;
Renato Dulbecco;1975;Italy;Physiology or Medicine;Man;;
Renato Dulbecco;1975;United States;Physiology or Medicine;Man;; born in Italy
René Cassin;1968;France;Peace;Man;;
Riccardo Giacconi;2002;Italy;Physics;Man;;
Riccardo Giacconi;2002;United States;Physics;Man;; born in Italy
Richard Adolf Zsigmondy;1925;Austria;Chemistry;Man;;
Richard Adolf Zsigmondy;1925;Hungary;Chemistry;Man;;
Richard Axel;2004;United States;Physiology or Medicine;Man;;
Richard E. Smalley;1996;United States;Chemistry;Man;;
Richard E. Taylor;1990;Canada;Physics;Man;;
Richard F. Heck;2010;United States;Chemistry;Man;;
Richard H. Thaler;2017;United States;Economics;Man;;
Richard Henderson;2017;United Kingdom;Chemistry;Man;;
Richard J. Roberts;1993;United Kingdom;Physiology or Medicine;Man;;
Richard Kuhn;1938;Austria;Chemistry;Man;;
Richard Kuhn;1938;Germany;Chemistry;Man;; born in Austria-Hungary,  now Austria
Richard Laurence Millington Synge;1952;United Kingdom;Chemistry;Man;;
Richard P. Feynman;1965;United States;Physics;Man;;
Richard R. Ernst;1991;Switzerland;Chemistry;Man;;
Richard R. Schrock;2005;United States;Chemistry;Man;;
Richard Stone;1984;United Kingdom;Economics;Man;;
Richard Willstätter;1915;Germany;Chemistry;Man;;
Rigoberta Menchú;1992;Guatemala;Peace;Woman;;
Rita Levi-Montalcini;1986;Italy;Physiology or Medicine;Woman;;Born in Italy, worked in the US
Rita Levi-Montalcini;1986;United States;Physiology or Medicine;Woman;;Born in Italy, worked in the US
Roald Hoffmann;1981;Poland;Chemistry;Man;; born in Złoczów Poland (now in Ukraine)
Roald Hoffmann;1981;Ukraine;Chemistry;Man;; born in then Poland (Second Polish Republic),  now Ukraine
Roald Hoffmann;1981;United States;Chemistry;Man;; born in then Poland,  now Ukraine
Robert A. Millikan;1923;United States;Physics;Man;;
Robert Aumann;2005;Israel;Economics;Man;; born in Germany,  moved to Israel from America
Robert Aumann;2005;United States;Economics;Man;; as an Israeli citizen
Robert B. Laughlin;1998;United States;Physics;Man;;
Robert B. Woodward;1965;United States;Chemistry;Man;;
Róbert Bárány;1914;Austria;Physiology or Medicine;Man;;
Róbert Bárány;1914;Hungary;Physiology or Medicine;Man;; born in Austria
Robert C. Merton;1997;United States;Economics;Man;;
Robert C. Richardson;1996;United States;Physics;Man;;
Robert Cecil;1937;United Kingdom;Peace;Man;; 1st Viscount Cecil of Chelwood
Robert F. Curl Jr.;1996;United States;Chemistry;Man;;
Robert F. Engle;2003;United States;Economics;Man;;
Robert F. Furchgott;1998;United States;Physiology or Medicine;Man;;
Robert G. Edwards;2010;United Kingdom;Physiology or Medicine;Man;;
Robert H. Grubbs;2005;United States;Chemistry;Man;;
Robert Hofstadter;1961;United States;Physics;Man;;
Robert Huber;1988;Germany;Chemistry;Man;;
Robert J. Lefkowitz;2012;United States;Chemistry;Man;;
Robert J. Shiller;2013;United States;Economics;Man;;
Robert Koch;1905;Germany;Physiology or Medicine;Man;;
Robert Lucas Jr.;1995;United States;Economics;Man;;
Robert M. Solow;1987;United States;Economics;Man;;
Robert Mundell;1999;Canada;Economics;Man;;
Robert Robinson;1947;United Kingdom;Chemistry;Man;;
Robert S. Mulliken;1966;United States;Chemistry;Man;;
Robert Schrieffer;1972;United States;Physics;Man;;
Robert W. Fogel;1993;United States;Economics;Man;;
Robert W. Holley;1968;United States;Physiology or Medicine;Man;;
Robert Woodrow Wilson;1978;United States;Physics;Man;;
Roderick MacKinnon;2003;United States;Chemistry;Man;;
Rodney Robert Porter;1972;United Kingdom;Physiology or Medicine;Man;;
Roger B. Myerson;2007;United States;Economics;Man;;
Roger D. Kornberg;2006;United States;Chemistry;Man;;
Roger Guillemin;1977;France;Physiology or Medicine;Man;;
Roger Guillemin;1977;United States;Physiology or Medicine;Man;; born in France
Roger Martin du Gard;1937;France;Literature;Man;;
Roger W. Sperry;1981;United States;Physiology or Medicine;Man;;
Roger Yonchien Tsien;2008;United States;Chemistry;Man;;
Rolf M. Zinkernagel;1996;Switzerland;Physiology or Medicine;Man;;
Rolf Zinkernagel;1996;Australia;Physiology or Medicine;Man;;
Romain Rolland;1915;France;Literature;Man;;
Ronald Coase;1991;United Kingdom;Economics;Man;; based in the United States
Ronald Coase;1991;United States;Economics;Man;; born in the United Kingdom
Ronald George Wreyford Norrish;1967;United Kingdom;Chemistry;Man;;
Ronald Ross;1902;India;Physiology or Medicine;Man;;
Ronald Ross;1902;United Kingdom;Physiology or Medicine;Man;; born in India
Rosalyn Sussman Yalow;1977;United States;Physiology or Medicine;Woman;;
Roy J. Glauber;2005;United States;Physics;Man;;
Rudolf Christoph Eucken;1908;Germany;Literature;Man;;
Rudolf Mössbauer;1961;Germany;Physics;Man;;
Rudolph A. Marcus;1992;Canada;Chemistry;Man;;
Rudolph A. Marcus;1992;United States;Chemistry;Man;; born in Canada
Rudyard Kipling;1907;India;Literature;Man;;
Rudyard Kipling;1907;United Kingdom;Literature;Man;; born in India
Russell A. Hulse;1993;United States;Physics;Man;;
Ryōji Noyori;2001;Japan;Chemistry;Man;;
Saint-John Perse;1960;France;Literature;Man;;
Salvador Luria;1969;Italy;Physiology or Medicine;Man;;
Salvador Luria;1969;United States;Physiology or Medicine;Man;; born in Italy
Salvatore Quasimodo;1959;Italy;Literature;Man;;
Samuel Beckett;1969;Ireland;Literature;Man;;
Samuel C. C. Ting;1976;Taiwan (China, Republic of);Physics;Man;;
Samuel C. C. Ting;1976;United States;Physics;Man;;
Santiago Ramón y Cajal;1906;Spain;Physiology or Medicine;Man;;
Satoshi Ōmura;2015;Japan;Physiology or Medicine;Man;;
Saul Bellow;1976;Canada;Literature;Man;;
Saul Bellow;1976;United States;Literature;Man;; born in Canada
Saul Perlmutter;2011;United States;Physics;Man;;
Séamus Heaney;1995;Ireland;Literature;Man;;
Seán MacBride;1974;France;Peace;Man;;
Seán MacBride;1974;Ireland;Peace;Man;; born in France
Selma Lagerlöf;1909;Sweden;Literature;Woman;;
Selman A. Waksman;1952;Ukraine;Physiology or Medicine;Man;;
Selman A. Waksman;1952;United States;Physiology or Medicine;Man;; born in then Russian Empire,  now Ukraine
Serge Haroche;2012;France;Physics;Man;; born in Morocco,  then under French protectorate
Severo Ochoa;1959;Spain;Physiology or Medicine;Man;;
Severo Ochoa;1959;United States;Physiology or Medicine;Man;; born in Spain
Sheldon Glashow;1979;United States;Physics;Man;;
Shimon Peres;1994;Israel;Peace;Man;; born in Poland,  now Belarus
Shimon Peres;1994;Poland;Peace;Man;; as an Israeli citizen
Shinya Yamanaka;2012;Japan;Physiology or Medicine;Man;;
Shirin Ebadi;2003;Iran;Peace;Woman;;
Shmuel Yosef Agnon;1966;Israel;Literature;Man;; born in Austria-Hungary,  now Ukraine
Shmuel Yosef Agnon;1966;Ukraine;Literature;Man;;
Shuji Nakamura;2014;Japan;Physics;Man;;
Shuji Nakamura;2014;United States;Physics;Man;; born in Japan
Sidney Altman;1989;Canada;Chemistry;Man;;
Sidney Altman;1989;United States;Chemistry;Man;; born in Canada
Sigrid Undset;1928;Norway;Literature;Woman;;
Simon Kuznets;1971;Russia and Soviet Union;Economics;Man;; now Belarus
Simon Kuznets;1971;United States;Economics;Man;; born in then Russia,  now Belarus
Simon van der Meer;1984;Netherlands;Physics;Man;;
Sinclair Lewis;1930;United States;Literature;Man;;
Sin-Itiro Tomonaga;1965;Japan;Physics;Man;;
Sir Frank Macfarlane Burnet;1960;Australia;Physiology or Medicine;Man;;
Sir Martin J. Evans;2007;United Kingdom;Physiology or Medicine;Man;;
Stanford Moore;1972;United States;Chemistry;Man;;
Stanley B. Prusiner;1997;United States;Physiology or Medicine;Man;;
Stanley Cohen;1986;United States;Physiology or Medicine;Man;;
Stefan Hell;2014;Germany;Chemistry;Man;; born in Romania
Stefan Hell;2014;Romania;Chemistry;Man;;
Steven Chu;1997;United States;Physics;Man;;
Steven Weinberg;1979;United States;Physics;Man;;
Subrahmanyan Chandrasekhar;1983;India;Physics;Man;;
Subrahmanyan Chandrasekhar;1983;United States;Physics;Man;; born in India
Sully Prudhomme;1901;France;Literature;Man;;
Sune Bergström;1982;Sweden;Physiology or Medicine;Man;;
Susumu Tonegawa;1987;Japan;Physiology or Medicine;Man;;
Svante Arrhenius;1903;Sweden;Chemistry;Man;;
Svetlana Alexievich;2015;Belarus;Literature;Woman;;Born in Ukraine, worked in Belarus
Svetlana Alexievich;2015;Ukraine;Literature;Woman;;Born in Ukraine, worked in Belarus
Sydney Brenner;2002;South Africa;Physiology or Medicine;Man;;
Sydney Brenner;2002;United Kingdom;Physiology or Medicine;Man;; born in South Africa
Sydney Brenner;2002;United States;Physiology or Medicine;Man;; born in South Africa
T. S. Eliot;1948;United Kingdom;Literature;Man;; born in the United States
T. S. Eliot;1948;United States;Literature;Man;;
Tadeusz Reichstein;1950;Poland;Physiology or Medicine;Man;; born in Congress Poland (Russian Empire)
Tadeusz Reichstein;1950;Switzerland;Physiology or Medicine;Man;;
Takaaki Kajita;2015;Japan;Physics;Man;;
Tasuku Honjo;2018;Japan;Physiology or Medicine;Man;;
Tawakkol Karman;2011;Yemen;Peace;Woman;;
Theodor Kocher;1909;Switzerland;Physiology or Medicine;Man;;
Theodor Mommsen;1902;Germany;Literature;Man;; born in Duchy of Schleswig
Theodor Svedberg;1926;Sweden;Chemistry;Man;;
Theodor W. Hänsch;2005;Germany;Physics;Man;;
Theodore Roosevelt;1906;United States;Peace;Man;;
Theodore Schultz;1979;United States;Economics;Man;;
Theodore W. Richards;1914;United States;Chemistry;Man;;
Thomas A. Steitz;2009;United States;Chemistry;Man;;
Thomas C. Südhof;2013;Germany;Physiology or Medicine;Man;;
Thomas C. Südhof;2013;United States;Physiology or Medicine;Man;; born in Germany
Thomas H. Morgan;1933;United States;Physiology or Medicine;Man;;
Thomas H. Weller;1954;United States;Physiology or Medicine;Man;;
Thomas J. Sargent;2011;United States;Economics;Man;;
Thomas Mann;1929;Germany;Literature;Man;;
Thomas R. Cech;1989;United States;Chemistry;Man;;
Thomas Schelling;2005;United States;Economics;Man;;
Tim Hunt;2001;United Kingdom;Physiology or Medicine;Man;;
Tjalling C. Koopmans;1975;Netherlands;Economics;Man;;
Tjalling C. Koopmans;1975;United States;Economics;Man;; born in the Netherlands
Tobias Asser;1911;Netherlands;Peace;Man;;
Tomas Lindahl;2015;Sweden;Chemistry;Man;;
Tomas Lindahl;2015;United Kingdom;Chemistry;Man;; born in Sweden
Tomas Tranströmer;2011;Sweden;Literature;Man;;
Toni Morrison;1993;United States;Literature;Woman;;
Torsten Wiesel;1981;Sweden;Physiology or Medicine;Man;;
Toshihide Maskawa;2008;Japan;Physics;Man;;
Trygve Haavelmo;1989;Norway;Economics;Man;;
Tsung-Dao Lee;1957;China, Republic of;Physics;Man;;
Tsung-Dao Lee;1957;United States;Physics;Man;; born in China
Tu Youyou;2015;China, People's Republic of;Physiology or Medicine;Woman;;
Tunisian National Dialogue Quartet;2015;Tunisia;Peace;Organization;;
Ulf von Euler;1970;Sweden;Physiology or Medicine;Man;;
V. S. Naipaul;2001;Trinidad and Tobago;Literature;Man;;
V. S. Naipaul;2001;United Kingdom;Literature;Man;; born in Trinidad
Val Fitch;1980;United States;Physics;Man;;
Venkatraman Ramakrishnan;2009;India;Chemistry;Man;;
Venkatraman Ramakrishnan;2009;United States;Chemistry;Man;; born in India
Vernon L. Smith;2002;United States;Economics;Man;;
Vicente Aleixandre;1977;Spain;Literature;Man;;
Victor Francis Hess;1936;Austria;Physics;Man;;
Victor Grignard;1912;France;Chemistry;Man;;
Vincent du Vigneaud;1955;United States;Chemistry;Man;;
Vitaly Ginzburg;2003;Russia and Soviet Union;Physics;Man;;
Vladimir Prelog;1975;Bosnia and Herzegovina;Chemistry;Man;; Ethnic Croat and national born in Condominium of Bosnia and Herzegovina,  Austro-Hungarian Empire (now Bosnia and Herzegovina)
Vladimir Prelog;1975;Croatia;Chemistry;Man;; Ethnic Croat and national born in Condominium of Bosnia and Herzegovina,  Austro-Hungarian Empire (now Bosnia and Herzegovina)
Vladimir Prelog;1975;Switzerland;Chemistry;Man;; born in Austria-Hungary,  now Bosnia-Herzegovina
W. Arthur Lewis;1979;Saint Lucia;Economics;Man;;
W. Arthur Lewis;1979;United Kingdom;Economics;Man;; Born on St.  Lucia
W. B. Yeats;1923;Ireland;Literature;Man;;
Walter Gilbert;1980;United States;Chemistry;Man;;
Walter H. Brattain;1956;United States;Physics;Man;; Born in China
Walter Kohn;1998;Austria;Chemistry;Man;;
Walter Kohn;1998;United States;Chemistry;Man;; Born in Austria
Walter Rudolf Hess;1949;Switzerland;Physiology or Medicine;Man;;
Walther Bothe;1954;Germany;Physics;Man;;
Walther Nernst;1920;Germany;Chemistry;Man;;
Wangari Maathai;2004;Kenya;Peace;Woman;;
Wassily Leontief;1973;United States;Economics;Man;; Born in Germany
Wendell M. Stanley;1946;United States;Chemistry;Man;;
Werner Arber;1978;Switzerland;Physiology or Medicine;Man;;
Werner Forssmann;1956;Germany;Physiology or Medicine;Man;;
Werner Karl Heisenberg;1932;Germany;Physics;Man;;
Wilhelm Conrad Röntgen;1901;Germany;Physics;Man;;
Wilhelm Ostwald;1909;Germany;Chemistry;Man;; Born in Russia,  now Latvia
Wilhelm Wien;1911;Germany;Physics;Man;;
Willard F. Libby;1960;United States;Chemistry;Man;;
Willard S. Boyle;2009;Canada;Physics;Man;;
Willard S. Boyle;2009;United States;Physics;Man;; Born in Canada
Willem Einthoven;1924;Netherlands;Physiology or Medicine;Man;;
William A. Fowler;1983;United States;Physics;Man;;
William B. Shockley;1956;United States;Physics;Man;;
William C. Campbell;2015;Ireland;Physiology or Medicine;Man;;
William C. Campbell;2015;United States;Physiology or Medicine;Man;; Born in Ireland
William D. Phillips;1997;United States;Physics;Man;;
William E. Moerner;2014;United States;Chemistry;Man;;
William F. Sharpe;1990;United States;Economics;Man;;
William Faulkner;1949;United States;Literature;Man;;
William Giauque;1949;Canada;Chemistry;Man;;
William Giauque;1949;United States;Chemistry;Man;; Born in Canada
William Golding;1983;United Kingdom;Literature;Man;;
William H. Stein;1972;United States;Chemistry;Man;;
William Henry Bragg;1915;United Kingdom;Physics;Man;;
William Kaelin Jr.;2019;United States;Physiology or Medicine;Man;;
William Lawrence Bragg;1915;Australia;Physics;Man;;
William Lawrence Bragg;1915;United Kingdom;Physics;Man;; Born in Australia
William Lipscomb;1976;United States;Chemistry;Man;;
William Nordhaus;2018;United States;Economics;Man;;
William P. Murphy;1934;United States;Physiology or Medicine;Man;;
William Ramsay;1904;United Kingdom;Chemistry;Man;;
William Randal Cremer;1903;United Kingdom;Peace;Man;;
William S. Knowles;2001;United States;Chemistry;Man;;
William Vickrey;1996;Canada;Economics;Man;;
William Vickrey;1996;United States;Economics;Man;; Born in Canada
Willis E. Lamb;1955;United States;Physics;Man;;
Willy Brandt;1971;Germany;Peace;Man;;
Winston Churchill;1953;United Kingdom;Literature;Man;;
Wisława Szymborska;1996;Poland;Literature;Woman;;
Władysław Reymont;1924;Poland;Literature;Man;; Born in Congress Poland (Russian Empire)
Władysław Reymont;1924;Russia and Soviet Union;Literature;Man;; Born in Congress Poland (Russian Empire)
Wole Soyinka;1986;Nigeria;Literature;Man;;
Wolfgang Ketterle;2001;Germany;Physics;Man;;
Wolfgang Paul;1989;Germany;Physics;Man;;
Wolfgang Pauli;1945;Austria;Physics;Man;;
Woodrow Wilson;1919;United States;Peace;Man;;
Yasser Arafat;1994;Palestine;Peace;Man;; Born in Cairo,  Egypt
Yasunari Kawabata;1968;Japan;Literature;Man;;
Yitzhak Rabin;1994;Israel;Peace;Man;;
Yoichiro Nambu;2008;Japan;Physics;Man;;
Yoichiro Nambu;2008;United States;Physics;Man;; Born in Japan
Yoshinori Ohsumi;2016;Japan;Physiology or Medicine;Man;;
Yuan T. Lee;1986;Taiwan (China, Republic of);Chemistry;Man;;
Yuan T. Lee;1986;United States;Chemistry;Man;; Born in Taiwan
Yves Chauvin;2005;France;Chemistry;Man;;
Zhores Alferov;2000;Belarus;Physics;Man;;
Zhores Alferov;2000;Russia and Soviet Union;Physics;Man;; Born in then Soviet Union,  now Belarus
